Location Name,"Street Address (Required, street name and number)",City (Required),"State (Required, NN format)",Zip Code (Required),"Latitude (Optional, nnn.nnnnnn)","Longitude (Optional, nnn.nnnnnn)",Location Type (Optional),Location Group (Optional)
Queen City College,1594 Fort Campbell Blvd,Clarksville,TN,37042,36.573521,-87.408706,,Midsize City
Austin Peay State University,601 College St,Clarksville,TN,37044,36.533319,-87.354081,,Midsize City
Tennessee College of Applied Technology-Dickson,740 Hwy 46,Dickson,TN,37055,36.050549,-87.366455,,Distant Town
Williamson Christian College,274 Mallory Station Rd.,Franklin,TN,37067,35.95616,-86.828311,,Small City
Cumberland University,1 Cumberland Square,Lebanon,TN,37087,36.204514,-86.298782,,Fringe Town
Genesis Career College-Lebanon,1505 Noah Court,Lebanon,TN,37087,36.21618,-86.337952,,Fringe Town
Tennessee College of Applied Technology-McMinnville,241 Vo Tech Dr,McMinnville,TN,37110,35.70137,-85.74531,,Distant Town
Middle Tennessee School of Anesthesia Inc,315 Hospital Drive,Madison,TN,37115,36.253425,-86.683859,,Large City
Nossi College of Art,590 Creative Way,Nashville,TN,37115,36.24323,-86.738561,,Large City
Hussian College-Daymar College Murfreesboro,415 Golden Bear Court,Murfreesboro,TN,37128,35.815421,-86.40237,,Midsize City
Paul Mitchell the School-Murfreesboro,1720 Old Fort Pkwy Ste L200,Murfreesboro,TN,37129,35.849141,-86.42068,,Midsize City
Middle Tennessee State University,1301 East Main Street,Murfreesboro,TN,37132,35.848005,-86.360618,,Midsize City
Relay Graduate School of Education - Nashville,3410 Knight Drive Whites Creek,Nashville,TN,37189,36.19472,-86.769241,,Large City
SAE Institute of Technology-Nashville,7 Music Circle N,Nashville,TN,37203,36.15039,-86.790448,,Large City
Lincoln College of Technology-Nashville,1524 Gallatin Rd,Nashville,TN,37206,36.194393,-86.744005,,Large City
Meharry Medical College,1005 DB Todd Blvd.,Nashville,TN,37208,36.165458,-86.807371,,Large City
Strayer University-Nashville Campus,617 3rd Avenue South,Nashville,TN,37210,36.154588,-86.772045,,Large City
Trevecca Nazarene University,333 Murfreesboro Rd,Nashville,TN,37210,36.141324,-86.754238,,Large City
DeVry University-Tennessee,"3343 Perimeter Hill Dr., Ste. 200",Nashville,TN,37211,36.08537,-86.694511,,Large City
Fortis Institute-Nashville,"3354 Perimeter Hill Drive, Suite 105",Nashville,TN,37211,36.084542,-86.696299,,Large City
Hussian College-Daymar College Nashville,560 Royal Parkway,Nashville,TN,37214,36.14608,-86.671921,,Large City
Remington College-Nashville Campus,441 Donelson Pk Ste 150,Nashville,TN,37214,36.152337,-86.665629,,Large City
South College-Nashville,616 Marriott Drive,Nashville,TN,37214,36.144575,-86.690462,,Large City
Tennessee Board of Regents,1 Bridgestone Park,Nashville,TN,37214,36.167183,-86.690409,,Large City
Meridian Institute of Surgical Assisting,1507 County Hospital Road,Nashville,TN,37218,36.187738,-86.842536,,Large City
Watkins College of Art Design & Film,2298 Rosa L Parks Blvd,Nashville,TN,37228,36.194659,-86.805888,,Large City
Vanderbilt University,2101 West End Avenue,Nashville,TN,37240,36.14659,-86.803369,,Large City
Tennessee Wesleyan University,204 East College Street,Athens,TN,37303,35.446331,-84.592728,,Distant Town
Lee University,1120 N Ocoee St,Cleveland,TN,37311,35.166019,-84.871399,,Small City
Cleveland State Community College,3535 Adkisson Drive,Cleveland,TN,37312,35.200103,-84.879284,,Small City
Bryan College-Dayton,721 Bryan Drive,Dayton,TN,37321,35.497209,-84.999552,,Distant Town
Love Beauty School Inc,1161 Murfreesboro Hwy,Manchester,TN,37355,35.488524,-86.093863,,Distant Town
Motlow State Community College,6015 Ledford Mill Road,Tullahoma,TN,37388,35.365903,-86.299184,,Rural Fringe
Richmont Graduate University,1815 McCallie Ave,Chattanooga,TN,37404,35.036337,-85.274642,,Midsize City
Chattanooga College Medical Dental and Technical Careers,248 Northgate Mall Drive,Chattanooga,TN,37415,35.13314,-85.238131,,Midsize City
Platt College-Miller-Motte Technical-Chattanooga,"6397 Lee Highway, Suite 100",Chattanooga,TN,37421,35.034287,-85.181925,,Midsize City
East Tennessee State University,1276 Gilbreath Drive,Johnson City,TN,37614,36.301643,-82.366954,,Small City
Tennessee College of Applied Technology-Elizabethton,426 Highway 91,Elizabethton,TN,37643,36.366033,-82.178198,,Rural Fringe
Milligan University,1 Blowers Blvd.,Milligan,TN,37682,36.300147,-82.29407,,Midsize Suburb
Tusculum University,60 Shiloh Road,Greeneville,TN,37743,36.172435,-82.760818,,Distant Town
Roane State Community College,276 Patton Lane,Harriman,TN,37748,35.880911,-84.620051,,Distant Town
Tennessee College of Applied Technology-Jacksboro,265 Elkins Rd,Jacksboro,TN,37757,36.3175,-84.208918,,Distant Town
Carson-Newman University,1646 S Russell Ave,Jefferson City,TN,37760,36.122934,-83.491709,,Small Suburb
Paul Mitchell the School-Knoxville,8380 Kingston Pike,Knoxville,TN,37919,35.92271,-84.057621,,Midsize City
Tennessee College of Applied Technology-Knoxville,1100 Liberty Street,Knoxville,TN,37919,35.957,-83.964151,,Midsize City
Tennessee School of Beauty of Knoxville Inc,4704 Western Ave,Knoxville,TN,37921,35.974432,-83.995119,,Midsize City
Strayer University-Knoxville Campus,"800 S. Gay Street, #PP30",Knoxville,TN,37929,35.962479,-83.916036,,Midsize City
The University of Tennessee System Office,1331 Circle Park Drive,Knoxville,TN,37996,35.952781,-83.925949,,Midsize City
The University of Tennessee-Knoxville,527 Andy Holt Tower,Knoxville,TN,37996,35.952082,-83.925852,,Midsize City
Johnson University,7900 Johnson Dr,Knoxville,TN,37998,35.937193,-83.750273,,Rural Fringe
Tennessee College of Applied Technology-Covington,1600 Hwy 51 South,Covington,TN,38019,35.545225,-89.659976,,Distant Town
Tennessee College of Applied Technology-Newbern,340 Washington St,Newbern,TN,38059,36.120067,-89.257582,,Rural Fringe
Tennessee College of Applied Technology-Ripley,127 Industrial Drive,Ripley,TN,38063,35.779827,-89.519264,,Distant Town
Southwest Tennessee Community College,737 Union Avenue,Memphis,TN,38103,35.138532,-90.036723,,Large City
Visible Music College,200 Madison Ave,Memphis,TN,38103,35.144586,-90.049381,,Large City
Baptist Health Sciences University,1003 Monroe Ave,Memphis,TN,38104,35.138415,-90.027501,,Large City
Christian Brothers University,650 East Parkway South,Memphis,TN,38104,35.127437,-89.983241,,Large City
Relay Graduate School of Education - Memphis,"1350 Concourse Ave, Suite 434",Memphis,TN,38104,35.152205,-90.015563,,Large City
Empire Beauty School-S Memphis,804 S Highland St,Memphis,TN,38111,35.10972,-89.945739,,Large City
Paul Mitchell the School-Memphis,3419 Plaza Avenue,Memphis,TN,38111,35.129595,-89.947956,,Large City
Empire Beauty School-E Memphis,568 Colonial Rd,Memphis,TN,38117,35.115499,-89.90197,,Large City
Strayer University-Tennessee,2620 Thousand Oaks Blvd Ste 1100,Memphis,TN,38118,35.077513,-89.899255,,Large City
Remington College-Memphis Campus,2710 Nonconnah Blvd,Memphis,TN,38132,35.071403,-89.989881,,Large City
Strayer University-Shelby Oaks Campus,7275 Appling Farms Pkwy,Memphis,TN,38133,35.183358,-89.820301,,Large City
University of Memphis,Southern Avenue,Memphis,TN,38152,35.118878,-89.938068,,Large City
The University of Tennessee Health Science Center,M,Memphis,TN,38163,35.140231,-90.033138,,Large City
Bethel University,325 Cherry Ave,McKenzie,TN,38201,36.137848,-88.516762,,Distant Town
Tennessee College of Applied Technology-McKenzie,16940 Highland Dr,McKenzie,TN,38201,36.137048,-88.492615,,Rural Fringe
The University of Tennessee-Martin,554 University Street,Martin,TN,38238,36.340338,-88.864211,,Remote Town
Tennessee College of Applied Technology-Paris,312 S Wilson Street,Paris,TN,38242,36.296408,-88.296432,,Remote Town
Empire Beauty School-Jackson,1433 Hollywood Dr,Jackson,TN,38301,35.63694,-88.847611,,Small City
Tennessee College of Applied Technology-Jackson,2468 Technology Center Drive,Jackson,TN,38301,35.606795,-88.919805,,Small Suburb
Tennessee College of Applied Technology-Crump,3070 Hwy. 64 West,Crump,TN,38327,35.221452,-88.319153,,Remote Town
Elite College of Cosmetology,459 N Main St,Lexington,TN,38351,35.657876,-88.409149,,Distant Town
Arnolds Beauty School,1179 S Second St,Milan,TN,38358,35.919195,-88.760125,,Distant Town
Columbia State Community College,1665 Hampshire Pike,Columbia,TN,38401,35.616757,-87.101917,,Distant Town
Career Beauty College,113 South Military Avenue,Lawrenceburg,TN,38464,35.239905,-87.335851,,Distant Town
Mr Wayne's School of Unisex Hair Design,170 S Willow Ave,Cookeville,TN,38501,36.158772,-85.512381,,Remote Town
Tennessee College of Applied Technology-Crossville,910 Miller Avenue,Crossville,TN,38555,35.946609,-85.039137,,Remote Town
Tennessee College of Applied Technology-Livingston,740 Hi Tech Dr,Livingston,TN,38570,36.39594,-85.317248,,Remote Town
Blue Mountain College,201 W Main St,Blue Mountain,MS,38610,34.67209,-89.02924,,Rural Distant
Coahoma Community College,3240 Friars Point Rd,Clarksdale,MS,38614,34.254417,-90.568469,,Rural Fringe
Rust College,150 Rust Avenue,Holly Springs,MS,38635,34.776862,-89.446999,,Distant Town
Delta Technical College,6530  Interstate Blvd.,Horn Lake,MS,38637,34.955269,-89.99937,,Large Suburb
Concorde Career College-Southaven,"7900 Airways Blvd, Ste 103",Southaven,MS,38671,34.976181,-89.988876,,Large Suburb
Delta Beauty College,"800 HWY 1 S, STE A",Greenville,MS,38703,33.398819,-91.036701,,Remote Town
Delta State University,1003 W Sunflower Road,Cleveland,MS,38733,33.744745,-90.735365,,Remote Town
Mississippi Delta Community College,Hwy 3 and Cherry St,Moorhead,MS,38761,33.444906,-90.502053,,Remote Town
Northeast Mississippi Community College,101 Cunningham Blvd,Booneville,MS,38829,34.668339,-88.562609,,Remote Town
Corinth Academy of Cosmetology,509 Cruise St,Corinth,MS,38834,34.934036,-88.520546,,Remote Town
Academy of Hair Design-Grenada,1301 Sunset Dr #JK,Grenada,MS,38901,33.775198,-89.825313,,Rural Fringe
Mississippi Institute of Aesthetics Nails & Cosmetology,460-B Springridge Rd,Clinton,MS,39056,32.330039,-90.327649,,Large Suburb
Mississippi College,200 South Capitol Street,Clinton,MS,39058,32.335515,-90.329821,,Large Suburb
Holmes Community College,#1 Hill St,Goodman,MS,39079,32.969985,-89.915803,,Rural Distant
Copiah-Lincoln Community College Simpson County Center,151 Co-Lin Dr.,Mendenhall,MS,39114,31.918563,-89.796732,,Rural Distant
Copiah-Lincoln Community College-Natchez Campus,11 Co-Lin Cir,Natchez,MS,39120,31.508636,-91.40005,,Rural Fringe
Hinds Community College,608 Hinds Boulevard,Raymond,MS,39154,32.256109,-90.416118,,Fringe Town
Tougaloo College,500 W County Line Rd,Tougaloo,MS,39174,32.403014,-90.16076,,Midsize City
Copiah-Lincoln Community College,1001 Co-Lin Lane,Wesson,MS,39191,31.69272,-90.400234,,Rural Distant
Strayer University-Mississippi,100 East Capitol Street Suite 100,Jackson,MS,39201,32.300562,-90.188097,,Midsize City
Belhaven University,1500 Peachtree St,Jackson,MS,39202,32.318415,-90.169228,,Midsize City
Institute of Health & Technology- Jackson,411 Briarwood Dr Bldg 400,Jackson,MS,39206,32.379776,-90.152226,,Midsize City
Magnolia College of Cosmetology,4725 I55 N,Jackson,MS,39206,32.359614,-90.151826,,Midsize City
Academy of Hair Design-Pearl,3167 Hwy 80 E,Pearl,MS,39208,32.281983,-90.115129,,Large Suburb
Academy of Hair Design-Jackson,5420 I-55 Frontage Rd N,Jackson,MS,39211,32.376376,-90.147044,,Midsize City
Board of Trustees-Mississippi State Institutions of Higher Learning,3825 Ridgewood Rd,Jackson,MS,39211,32.338859,-90.144689,,Midsize City
Mississippi Community College Board,3825 Ridgewood Rd,Jackson,MS,39211,32.338859,-90.144689,,Midsize City
Traxlers School of Hair,2845 Suncrest Dr,Jackson,MS,39212,32.268023,-90.261863,,Midsize City
Jackson State University,1400 John R. Lynch Street,Jackson,MS,39217,32.296105,-90.207405,,Midsize City
Pearl River Community College-Forrest County Center,5448 Us Hwy 49 S,Hattiesburg,MS,39401,31.285603,-89.296632,,Small City
Unlimited Cosmetology School,102 Broad Street,Hattiesburg,MS,39401,31.325283,-89.304277,,Small City
William Carey University,710 William Carey Parkway,Hattiesburg,MS,39401,31.305264,-89.291815,,Small City
Institute of Health & Technology,"4200 Mamie Street, Suite 120",Hattiesburg,MS,39402,31.319765,-89.349842,,Small City
Jones County Junior College,900 South Court Street,Ellisville,MS,39437,31.596936,-89.200895,,Distant Town
Mississippi College of Beauty Culture,732 Sawmill Rd,Laurel,MS,39440,31.693316,-89.135405,,Distant Town
Pearl River Community College,101 Hwy 11 N,Poplarville,MS,39470,30.844322,-89.543052,,Rural Remote
Chris Beauty College,1265 Pass Rd,Gulfport,MS,39501,30.382294,-89.077391,,Small City
Blue Cliff College-Gulfport,12251 Bernard Pkwy,Gulfport,MS,39503,30.442482,-89.039348,,Small City
Mississippi Gulf Coast Community College,51 Main Street,Perkinston,MS,39573,30.780784,-89.142952,,Rural Distant
Mississippi University for Women,1100 College Street,Columbus,MS,39701,33.493305,-88.418601,,Remote Town
Mississippi State University,Lee Boulevard,Mississippi State,MS,39762,33.454852,-88.790139,,Remote Town
Empire Beauty School-Chenoweth,151 Chenoweth Ln,Louisville,KY,40207,38.255764,-85.65752,,Large Suburb
Galen College of Nursing-Louisville,1031 Zorn Avenue,Louisville,KY,40207,38.277005,-85.695972,,Large City
Empire Beauty School-Dixie,5120 Dixie Highway,Louisville,KY,40216,38.167059,-85.830866,,Large City
Paul Mitchell the School-Louisville,156 North Hurstbourne Parkway,Louisville,KY,40222,38.24897,-85.578849,,Large Suburb
ATA College,10200 Linn Station Rd Ste 125,Louisville,KY,40223,38.223667,-85.563365,,Large Suburb
Ideal Beauty Academy,10213 Linn Station Rd,Louisville,KY,40223,38.225024,-85.568052,,Large Suburb
Empire Beauty School-Hurstborne,5314 Bardstown Rd,Louisville,KY,40291,38.166498,-85.605317,,Large City
Morehead State University,University Blvd,Morehead,KY,40351,38.186768,-83.434021,,Remote Town
Frontier Nursing University,2050 Lexington Road,Versailles,KY,40383,38.051018,-84.692791,,Rural Fringe
Lexington Healing Arts Academy,272 Southland Drive,Lexington,KY,40503,38.013756,-84.522938,,Large City
Lexington Theological Seminary,"230 Lexington Green Circle, Suite 300",Lexington,KY,40503,37.996332,-84.526079,,Large City
Summit Salon Academy-Lexington,1300 E New Circle Rd Ste 110,Lexington,KY,40505,38.028451,-84.453521,,Large City
Bluegrass Community and Technical College,470 Cooper Drive,Lexington,KY,40506,38.024808,-84.503665,,Large City
Paul Mitchell the School-Lexington,3644 Boston Road,Lexington,KY,40514,37.980361,-84.548281,,Large City
Employment Solutions-College for Technical Education,1165 Centre Parkway Suite #120,Lexington,KY,40517,37.982131,-84.483346,,Large City
University of the Cumberlands,6191 College Station Drive,Williamsburg,KY,40769,36.737048,-84.161646,,Remote Town
Southeast Kentucky Community,700 College Rd,Cumberland,KY,40823,36.966051,-82.997661,,Distant Town
Beckfield College-Florence,16 Spiral Drive,Florence,KY,41042,39.017166,-84.641475,,Large Suburb
Empire Beauty School-Florence,7285 Turfway Rd,Florence,KY,41042,39.009553,-84.628998,,Large Suburb
Gateway Community and Technical College,500 Technology Way,Florence,KY,41042,38.960638,-84.633478,,Large Suburb
Maysville Community and Technical College,1755 U.S. Hwy 68,Maysville,KY,41056,38.626607,-83.806786,,Rural Fringe
Interactive College of Technology-Newport,76 Carothers Road,Newport,KY,41071,39.084818,-84.479078,,Large Suburb
Northern Kentucky University,Nunn Drive,Highland Heights,KY,41099,39.029714,-84.463483,,Large Suburb
Kentucky Mountain Bible College,855 Hwy 541,Jackson,KY,41339,37.603443,-83.438765,,Rural Distant
University of Pikeville,147 Sycamore St,Pikeville,KY,41501,37.479232,-82.521063,,Remote Town
Appalachian Beauty School,25429 US HWY 119N,Belfry,KY,41514,37.624479,-82.266793,,Rural Fringe
Big Sandy Community and Technical College,1 Bert Combs Dr,Prestonsburg,KY,41653,37.688248,-82.778847,,Remote Town
Alice Lloyd College,100 Purpose Rd,Pippa Passes,KY,41844,37.335087,-82.875068,,Rural Remote
Jenny Lea Academy of Cosmetology,74  Parkway Plaza Loop,Whitesburg,KY,41858,37.123363,-82.838909,,Rural Remote
Hussian College-Daymar College Bowling Green,2421 Fitzgerald Industrial Dr.,Bowling Green,KY,42101,36.968327,-86.473717,,Small City
PJ's College of Cosmetology-Bowling Green,1901 Russellville Road,Bowling Green,KY,42101,36.979195,-86.469756,,Small City
Ross Medical Education Center-Bowling Green,1751 Scottsville Rd Ste 1,Bowling Green,KY,42104,36.966303,-86.433521,,Small City
PJ's College of Cosmetology-Glasgow,920 Happy Valley Road,Glasgow,KY,42141,37.012713,-85.922275,,Distant Town
Hopkinsville Community College,720 North Dr.,Hopkinsville,KY,42240,36.882654,-87.488297,,Distant Town
Kentucky Wesleyan College,3000 Frederica Street,Owensboro,KY,42301,37.744489,-87.119658,,Small City
Owensboro Community and Technical College,4800 New Hartford Rd,Owensboro,KY,42303,37.717355,-87.082861,,Rural Fringe
Madisonville Community College,2000 College Drive,Madisonville,KY,42431,37.362661,-87.512137,,Rural Fringe
Empire Beauty School-Elizabethtown,554 Westport Road,Elizabethtown,KY,42701,37.697453,-85.878557,,Small City
Kenyon College,Kenyon College,Gambier,OH,43022,40.374408,-82.397977,,Distant Town
Denison University,100 West College Street,Granville,OH,43023,40.071505,-82.523272,,Small Suburb
Rosedale Bible College,2270 Rosedale Rd,Irwin,OH,43029,40.077583,-83.456645,,Rural Distant
Knox County Career Center,308 Martinsburg Rd,Mount Vernon,OH,43050,40.375889,-82.475117,,Distant Town
Ohio State University-Newark Campus,1179 University Dr,Newark,OH,43055,40.069314,-82.447441,,Small Suburb
Ohio State School of Cosmetology-Heath,"789 Hebron Road, Ste J",Heath,OH,43056,40.03011,-82.440975,,Small Suburb
Dental Assistant Pro LLC-Columbus,191 West Shrock Road,Westerville,OH,43081,40.109752,-82.932055,,Large Suburb
Fortis College-Columbus,4151 Executive Parkway Ste 120,Westerville,OH,43081,40.083063,-82.900188,,Large Suburb
